id	text	w	h
wushen_jzp/Music/images/wushenqinpu_1_120.png	['Music', '⿱', '⿰', 'LEFT_FINGER_DA', '4', '⿺', 'RIGHT_TIAO', '6']	36	37
wushen_jzp/Music/images/wushenqinpu_1_121.png	['Music', '⿱', '⿰', 'LEFT_FINGER_SHI', '4', '⿹', 'RIGHT_GOU', '1']	25	37
wushen_jzp/Music/images/wushenqinpu_1_122.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '5', '⿹', 'RIGHT_GOU', '3']	27	41
wushen_jzp/Music/images/wushenqinpu_1_123.png	['Music', '⿱', '⿰', 'LEFT_FINGER_DA', '4', '⿺', 'RIGHT_TIAO', '6']	35	37
wushen_jzp/Music/images/wushenqinpu_1_126.png	['Music', '⿱', 'RIGHT_MO', '⿺', 'RIGHT_TIAO', '6']	36	41
wushen_jzp/Music/images/wushenqinpu_1_127.png	['Music', '⿱', '⿰', 'LEFT_FINGER_SHI', '4', '⿹', 'RIGHT_GOU', '4']	31	40
wushen_jzp/Music/images/wushenqinpu_1_128.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '5', '⿺', 'RIGHT_TIAO', '6']	38	44
wushen_jzp/Music/images/wushenqinpu_1_129.png	['Music', '⿱', '⿰', 'LEFT_FINGER_SHI', '4', '⿹', 'RIGHT_GOU', '2']	28	40
wushen_jzp/Music/images/wushenqinpu_1_130.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '5', '⿺', 'RIGHT_TIAO', '4']	34	35
wushen_jzp/Music/images/wushenqinpu_1_131.png	['Music', '⿱', '⿰', 'LEFT_FINGER_SHI', '4', '⿹', 'RIGHT_GOU', '1']	25	36
wushen_jzp/Music/images/wushenqinpu_1_132.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '5', '⿺', 'RIGHT_TIAO', '3']	33	39
wushen_jzp/Music/images/wushenqinpu_1_133.png	['Music', '⿱', '⿰', 'LEFT_FINGER_ZHONG', '5', '⿹', 'RIGHT_GOU', '1']	26	41
wushen_jzp/Music/images/wushenqinpu_1_134.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '7', '⿺', 'RIGHT_TIAO', '4']	35	36
wushen_jzp/Music/images/wushenqinpu_1_135.png	['Music', '⿹', 'RIGHT_GOU', '5']	28	38
wushen_jzp/Music/images/wushenqinpu_10_0.png	['Music', '⿱', 'TECHNIQUE_SAN_YIN', '⿺', 'RIGHT_TIAO', '7']	39	36
wushen_jzp/Music/images/wushenqinpu_10_6.png	['Music', '⿱', 'TECHNIQUE_SAN_YIN', '⿺', 'RIGHT_TIAO', '7']	36	46
wushen_jzp/Music/images/wushenqinpu_10_8.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '9', '⿹', 'RIGHT_GOU', '3']	33	53
wushen_jzp/Music/images/wushenqinpu_10_9.png	['Music', '⿹', 'RIGHT_DA', '2']	34	35
wushen_jzp/Music/images/wushenqinpu_10_10.png	['Music', '⿹', 'RIGHT_GOU', '3']	27	41
wushen_jzp/Music/images/wushenqinpu_10_12.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '10', '⿰', 'LEFT_ZHU', '⿹', 'RIGHT_GOU', '5']	29	48
wushen_jzp/Music/images/wushenqinpu_10_13.png	['Music', '⿺', 'RIGHT_TIAO', '4']	40	27
wushen_jzp/Music/images/wushenqinpu_10_14.png	['Music', '⿱', 'TECHNIQUE_SAN_YIN', '⿹', 'RIGHT_DA', '1']	36	45
wushen_jzp/Music/images/wushenqinpu_10_15.png	['Music', '⿱', 'TECHNIQUE_SAN_YIN', '⿺', 'RIGHT_TIAO', '4']	36	45
wushen_jzp/Music/images/wushenqinpu_10_16.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '10', '⿹', 'RIGHT_DA', '2']	37	42
wushen_jzp/Music/images/wushenqinpu_10_17.png	['Music', '⿱', 'TECHNIQUE_SAN_YIN', '⿺', 'RIGHT_TIAO', '4']	40	37
wushen_jzp/Music/images/wushenqinpu_10_18.png	['Music', '⿱', 'TECHNIQUE_SAN_YIN', '⿺', 'RIGHT_TIAO', '7']	37	44
wushen_jzp/Music/images/wushenqinpu_10_19.png	['Music', '⿱', '⿰', 'LEFT_FINGER_DA', '9', '⿹', 'RIGHT_GOU', '4']	35	45
wushen_jzp/Music/images/wushenqinpu_10_20.png	['Music', '⿱', 'TECHNIQUE_SAN_YIN', '⿺', 'RIGHT_TIAO', '7']	39	39
wushen_jzp/Music/images/wushenqinpu_10_22.png	['Music', '⿱', '⿰', 'LEFT_FINGER_DA', '9', '⿺', 'RIGHT_TIAO', '3']	40	51
wushen_jzp/Music/images/wushenqinpu_10_23.png	['Music', '⿱', '⿰', 'LEFT_FINGER_ZHONG', '9', '⿹', 'RIGHT_DA', '1']	47	58
wushen_jzp/Music/images/wushenqinpu_10_24.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '⿱', '10', '1', '⿹', 'RIGHT_DA', '3']	37	42
wushen_jzp/Music/images/wushenqinpu_10_25.png	['Music', '⿱', 'TECHNIQUE_SAN_YIN', '⿸', 'RIGHT_BO', '6']	36	54
wushen_jzp/Music/images/wushenqinpu_10_26.png	['Music', '⿺', 'RIGHT_TIAO', '4']	41	26
wushen_jzp/Music/images/wushenqinpu_10_29.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '⿱', '10', '3', '⿹', 'RIGHT_GOU', '5']	22	38
wushen_jzp/Music/images/wushenqinpu_10_30.png	['Music', '⿱', 'TECHNIQUE_SAN_YIN', '⿺', 'RIGHT_TIAO', '7']	40	40
wushen_jzp/Music/images/wushenqinpu_10_31.png	['Music', '⿱', '⿰', 'LEFT_FINGER_DA', '9', '⿹', 'RIGHT_GOU', '4']	33	43
wushen_jzp/Music/images/wushenqinpu_10_33.png	['Music', '⿱', 'TECHNIQUE_SAN_YIN', '⿺', 'RIGHT_TIAO', '6']	47	48
wushen_jzp/Music/images/wushenqinpu_10_34.png	['Music', '⿱', '⿰', 'LEFT_FINGER_DA', '9', '⿹', 'RIGHT_GOU', '3']	32	37
wushen_jzp/Music/images/wushenqinpu_10_35.png	['Music', '⿱', 'O_JIAN', '⿹', 'RIGHT_GOU', '5']	28	42
wushen_jzp/Music/images/wushenqinpu_10_36.png	['Music', '⿹', 'RIGHT_DA', '2']	46	44
wushen_jzp/Music/images/wushenqinpu_10_37.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '10', 'LEFT_DUIQI']	36	41
wushen_jzp/Music/images/wushenqinpu_10_38.png	['Music', '⿱', 'TECHNIQUE_SAN_YIN', '⿺', 'RIGHT_TIAO', '4']	38	37
wushen_jzp/Music/images/wushenqinpu_10_39.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '10', '⿹', 'RIGHT_GOU', '2']	30	41
wushen_jzp/Music/images/wushenqinpu_10_40.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '⿱', '10', '1', '⿰', 'LEFT_ZHU', '⿹', 'RIGHT_GOU', '3']	33	45
wushen_jzp/Music/images/wushenqinpu_10_42.png	['Music', '⿳', '⿰', 'LEFT_FINGER_DA', '9', '⿹', 'RIGHT_GOU', 'O_JIAN', '⿹', 'RIGHT_GOU', '4']	33	46
wushen_jzp/Music/images/wushenqinpu_10_44.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '10', 'LEFT_DUIQI']	34	44
wushen_jzp/Music/images/wushenqinpu_10_45.png	['Music', '⿱', 'TECHNIQUE_SAN_YIN', '⿹', 'RIGHT_DA', '1']	31	43
wushen_jzp/Music/images/wushenqinpu_10_46.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '10', '⿺', 'RIGHT_TIAO', '4']	42	37
wushen_jzp/Music/images/wushenqinpu_10_47.png	['Music', '⿳', '⿰', 'LEFT_FINGER_ZHONG', '9', '⿹', 'RIGHT_GOU', 'O_JIAN', '⿹', 'RIGHT_GOU', '⿹', 'RIGHT_GOU', '1']	37	47
wushen_jzp/Music/images/wushenqinpu_10_48.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '9', '⿹', 'RIGHT_GOU', '2']	34	46
wushen_jzp/Music/images/wushenqinpu_10_50.png	['Music', '⿱', 'RIGHT_MO', '⿺', 'RIGHT_TIAO', '4']	38	42
wushen_jzp/Music/images/wushenqinpu_10_51.png	['Music', '⿱', 'TECHNIQUE_SAN_YIN', '⿹', 'RIGHT_GOU', '2']	29	51
wushen_jzp/Music/images/wushenqinpu_10_52.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '9', '⿺', 'RIGHT_TIAO', '4']	42	38
wushen_jzp/Music/images/wushenqinpu_10_54.png	['Music', '⿹', 'RIGHT_GOU', '4']	29	37
wushen_jzp/Music/images/wushenqinpu_10_55.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '10', 'LEFT_DUIQI']	31	44
wushen_jzp/Music/images/wushenqinpu_10_56.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '⿱', '10', '1', '⿹', 'RIGHT_GOU', '3']	38	54
wushen_jzp/Music/images/wushenqinpu_10_58.png	['Music', '⿱', '⿰', 'LEFT_FINGER_ZHONG', '9', '⿹', 'RIGHT_DA', '1']	37	47
wushen_jzp/Music/images/wushenqinpu_10_59.png	['Music', '⿱', 'TECHNIQUE_SAN_YIN', '⿺', 'RIGHT_TIAO', '4']	37	39
wushen_jzp/Music/images/wushenqinpu_10_60.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '9', '⿹', 'RIGHT_GOU', '3']	35	42
wushen_jzp/Music/images/wushenqinpu_10_61.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '⿱', '10', '1', '⿰', 'LEFT_ZHU', '⿱', 'O_JIAN', '⿹', 'RIGHT_GOU', '3']	33	48
wushen_jzp/Music/images/wushenqinpu_10_63.png	['Music', '⿱', 'TECHNIQUE_SAN_YIN', '⿺', 'RIGHT_TIAO', '7']	44	50
wushen_jzp/Music/images/wushenqinpu_10_64.png	['Music', '⿱', '⿰', 'LEFT_FINGER_DA', '9', '⿹', 'RIGHT_GOU', '4']	36	46
wushen_jzp/Music/images/wushenqinpu_10_65.png	['Music', '⿱', 'RIGHT_MO', '5']	42	42
wushen_jzp/Music/images/wushenqinpu_10_66.png	['Music', '⿹', 'RIGHT_GOU', '4']	30	30
wushen_jzp/Music/images/wushenqinpu_10_67.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '10', 'LEFT_DUIQI']	36	43
wushen_jzp/Music/images/wushenqinpu_10_68.png	['Music', '⿱', 'TECHNIQUE_SAN_YIN', '⿺', 'RIGHT_TIAO', '4']	38	37
wushen_jzp/Music/images/wushenqinpu_10_69.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '10', '⿹', 'RIGHT_GOU', '2']	27	50
wushen_jzp/Music/images/wushenqinpu_10_70.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '⿱', '10', '1', '⿰', 'LEFT_ZHU', '⿹', 'RIGHT_GOU', '3']	31	44
wushen_jzp/Music/images/wushenqinpu_10_72.png	['Music', '⿱', '⿹', 'RIGHT_GOU', 'O_JIAN', '⿹', 'RIGHT_GOU', '5']	28	43
wushen_jzp/Music/images/wushenqinpu_10_74.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '10', '⿹', 'RIGHT_GOU', '4']	31	43
wushen_jzp/Music/images/wushenqinpu_10_75.png	['Music', '⿱', 'TECHNIQUE_SAN_YIN', '⿺', 'RIGHT_TIAO', '6']	39	40
wushen_jzp/Music/images/wushenqinpu_10_76.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '7', '⿹', 'RIGHT_GOU', '1']	38	47
wushen_jzp/Music/images/wushenqinpu_10_77.png	['Music', '⿱', '⿰', 'LEFT_FINGER_SHI', '7', '⿹', 'RIGHT_GOU', '3']	33	45
wushen_jzp/Music/images/wushenqinpu_10_78.png	['Music', '⿱', '⿰', 'LEFT_FINGER_DA', '7', '⿸', 'RIGHT_LI', '7']	43	49
wushen_jzp/Music/images/wushenqinpu_10_80.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '9', '⿹', 'RIGHT_GOU', '4']	34	44
wushen_jzp/Music/images/wushenqinpu_10_81.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '8', '5']	34	37
wushen_jzp/Music/images/wushenqinpu_10_82.png	['Music', '⿱', '⿰', 'LEFT_FINGER_SHI', '7', '⿹', 'RIGHT_DA', '1']	42	44
wushen_jzp/Music/images/wushenqinpu_10_83.png	['Music', '⿱', '⿰', 'LEFT_FINGER_DA', '7', '⿸', 'RIGHT_BO', '6']	32	43
wushen_jzp/Music/images/wushenqinpu_10_84.png	['Music', '⿱', '⿰', 'LEFT_FINGER_SHI', '7', '⿹', 'RIGHT_GOU', '3']	43	34
wushen_jzp/Music/images/wushenqinpu_10_85.png	['Music', '⿹', 'RIGHT_DA', '1']	33	36
wushen_jzp/Music/images/wushenqinpu_10_86.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '9', '⿹', 'RIGHT_GOU', '4']	36	42
wushen_jzp/Music/images/wushenqinpu_10_88.png	['Music', '⿱', '⿰', 'LEFT_FINGER_SHI', '7', '⿹', 'RIGHT_GOU', '3']	36	44
wushen_jzp/Music/images/wushenqinpu_10_89.png	['Music', '⿱', '⿰', 'LEFT_FINGER_DA', '7', '⿸', 'RIGHT_BO', '7']	55	58
wushen_jzp/Music/images/wushenqinpu_10_90.png	['Music', '⿱', '⿰', 'LEFT_FINGER_SHI', '7', '⿹', 'RIGHT_GOU', '1']	32	48
wushen_jzp/Music/images/wushenqinpu_10_91.png	['Music', '⿱', '⿰', '6', '7', '⿸', 'RIGHT_BO', '6']	33	41
wushen_jzp/Music/images/wushenqinpu_10_92.png	['Music', '⿱', '⿰', 'LEFT_FINGER_SHI', '7', '⿹', 'RIGHT_GOU', '3']	31	42
wushen_jzp/Music/images/wushenqinpu_10_93.png	['Music', '⿱', '⿰', 'LEFT_FINGER_DA', '7', '⿸', 'RIGHT_BO', '6']	36	46
wushen_jzp/Music/images/wushenqinpu_10_94.png	['Music', '⿱', '⿰', 'LEFT_FINGER_SHI', '7', '⿹', 'RIGHT_GOU', '4']	34	44
wushen_jzp/Music/images/wushenqinpu_10_95.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '9', '⿺', 'RIGHT_TIAO', '6']	41	41
wushen_jzp/Music/images/wushenqinpu_10_97.png	['Music', '⿱', '⿰', 'LEFT_FINGER_SHI', '9', '⿹', 'RIGHT_GOU', '1']	37	45
wushen_jzp/Music/images/wushenqinpu_10_98.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '10', '⿺', 'RIGHT_TIAO', '4']	42	38
wushen_jzp/Music/images/wushenqinpu_10_99.png	['Music', '⿳', '⿰', 'LEFT_FINGER_SHI', '9', 'RIGHT_JUAN', '4']	31	42
